NAME,DATE
"Iron Boy Promotions - Iron Boy MMA 6","May / 20 / 2017"
"DFD - Duel for Domination 9","Aug / 02 / 2014"
"Gladiator Challenge - Holiday Beatings","Dec / 07 / 2013"
"Gladiator Challenge - Beatings Begin","Mar / 09 / 2013"
"TPF 17 - Fall Brawl","Nov / 14 / 2013"
"TWC 15 - Halloween Havoc 2","Oct / 26 / 2012"
"TWC 7 - Violence","Mar / 07 / 2010"
"SCC - Superior Combative Championships","Apr / 02 / 2016"
"DWTC - Dominion Warrior Tri Combat","Jan / 09 / 2016"
"XKO - Xtreme Knockout 28","Dec / 05 / 2015"
"TPFP - Premier Fight Series 4","Jun / 13 / 2015"
"XKO - Xtreme Knockout 23","Oct / 18 / 2014"
"24/7 Entertainment 16 & 17 - Injustice and Tyranny","Sep / 06 / 2014"
"EW - Enlightened Warriors","Nov / 23 / 2013"
"ACA 95 - Moscow","Apr / 27 / 2019"
"BAMMA 21 - DeVent vs. Kone","Jun / 13 / 2015"
"Bellator MMA - Bellator 102","Oct / 04 / 2013"
"SFC - Supremacy Fight Challenge 4","Nov / 20 / 2011"
"PPFN - Pain Pit Fight Night 1","Sep / 03 / 2011"
"Head to Head - The Big Guns","Nov / 21 / 2010"
"Tear Up 4 - Clash of the Giants","Oct / 02 / 2010"
"SWFC - South West Fighting Championships 1","Aug / 22 / 2010"
"Bristol Fight Club - Fight Night","Mar / 06 / 2010"
"KnuckleUp MMA 2 - Beer vs. Jazbutis","Aug / 07 / 2009"
"Pride FC - Critical Countdown 2004","Jun / 20 / 2004"
"PFC 4 - Project Complete","Oct / 18 / 2007"
"GC 69 - Bad Intentions","Sep / 22 / 2007"
"PFC 3 - Step Up","Jul / 19 / 2007"
"AFGC - Arzalet Fighting Globe Championship 1","Feb / 10 / 2017"
"Thunder Fight 7 - Maluko vs. Thiago","Jun / 25 / 2016"
"BOK - Battle of Kings","Dec / 05 / 2015"
"Thunder Fight 2 - MMA Championship","Dec / 19 / 2014"
"Interior Fight - Fight For Your Destiny -","Oct / 26 / 2013"
"JF - Jungle Fight 58","Sep / 14 / 2013"
"RSF - Reborn Strike Fight 5","Aug / 24 / 2013"
"Pegada Magazine - Desafio Revista Pegada","Apr / 18 / 2013"
"WSOF 22 - Palhares vs. Shields","Aug / 01 / 2015"
"WSOF 4 - Spong vs. DeAnda","Aug / 10 / 2013"
"WEF - World Extreme Fighting 46","Apr / 22 / 2011"
"RMMA 20 - Clash at the Casino","Apr / 08 / 2011"
"S&S - Shoot & Sprawl 2","Oct / 02 / 2010"
"DC - Dojo Combat 1","Apr / 17 / 2010"
"Shooto Brazil - Shooto Brazil 6","Apr / 19 / 2008"
"MMASC - MMA Sports Combat 2","Mar / 15 / 2008"
"Desafio - Brazil Fight Center 2","Apr / 14 / 2007"
"FMP 16 - Mexican Fighters Promotions 16","May / 25 / 2013"
"Panama Fight League - Ultimate Combat Challenge 13","Jan / 18 / 2013"
"Samurai FC 7 - Peace and War","Feb / 20 / 2012"
"EMMA 2 - Extreme FC: Conflicto","Jun / 18 / 2011"
"UFC - The Ultimate Fighter: Latin America Season 1 Quarterfinals, Day 5","Jun / 03 / 2014"
"JF - Jungle Fight 81","Sep / 12 / 2015"
"CP - Calvo Promotions 6","Jul / 23 / 2015"
"UWC EVT 14 - Bravo vs. Suruy","Jun / 27 / 2015"
"XK 30 - Xtreme Kombat 30","May / 30 / 2015"
"PXFC - Pro XFC 1","Feb / 06 / 2015"
"Baja Cage Fighting - Beach Fights","Sep / 20 / 2014"
"UWC EVT - Duarte vs. Beristain","May / 17 / 2014"
"UWC Mexico - New Blood 2","Apr / 28 / 2013"
"BCF 3 - Battle on the Beach","Apr / 28 / 2012"
"UFC 85 - Bedlam","Jun / 07 / 2008"
"UFC 68 - Uprising","Mar / 03 / 2007"
"UFC - The Ultimate Fighter 4 Finale","Nov / 11 / 2006"
"CWFC - Strike Force 4","Nov / 26 / 2005"
"CWFC - Strike Force 2","Jul / 16 / 2005"
"KOTC - Warzone","Jun / 24 / 2005"
"HOP 2 - Fight Night 2","Mar / 04 / 2005"
"M-1 MFC - Middleweight GP","Oct / 09 / 2004"
"EVT 2 - Hazard","Apr / 04 / 2004"
"EVT 1 - Genesis","Dec / 06 / 2003"
"XFC 2 - The Perfect Storm","Nov / 09 / 2003"
"VF 3 - Rumble in the West","Feb / 15 / 2003"
"SF - November Bash 2001","Nov / 24 / 2001"
"Venator FC - Guerrieri Italiani Semifinals","Mar / 29 / 2015"
"Venator FC - Guerrieri Italiani Quarterfinals","Jan / 25 / 2015"
"UCMMA 40 - Ultimate Challenge MMA 40","Sep / 06 / 2014"
"Impera FC 3 - Caruso vs. Spallitta","Jun / 13 / 2014"
"Only Men Stuff - European MMA League 1","Feb / 08 / 2014"
"Impera FC 2 - Minonzio vs. Milani","Dec / 14 / 2013"
"UCMMA 37 - Ultimate Challenge MMA 37","Nov / 30 / 2013"
"UCMMA 35 - Ultimate Challenge MMA 35","Aug / 03 / 2013"
"NGT 6 - Para Bellum","Jul / 21 / 2012"
"RDC 13 - La Resa dei Conti 13","Jun / 18 / 2011"
"MITC - Milano in the Cage 1","May / 07 / 2011"
"Shooto Italy - Fight Night Project","Feb / 12 / 2011"
"XFCI - XFC International 7","Nov / 01 / 2014"
"IMAT - Moroz vs. Avdeeva","Sep / 07 / 2014"
"Kunlun Fight 8 - World Tour","Aug / 24 / 2014"
"Kunlun Fight 5 - World Tour","Jun / 01 / 2014"
"OC - Oplot Challenge 89","Nov / 23 / 2013"
"CWFC 59 - Cage Warriors Fighting Championship 59","Sep / 14 / 2013"
"The Zone FC 10 - Demolition","May / 06 / 2012"
"SHC 5 - Llorent vs. Reljic","Mar / 24 / 2012"
"CWFC - Fight Night 3","Feb / 11 / 2012"
"SHC 4 - Monson vs. Perak","Apr / 30 / 2011"
"The Zone FC 8 - Inferno","Feb / 26 / 2011"
"Cage - Challenger","Sep / 18 / 2010"
"Cage 13 - Spring Break","May / 08 / 2010"
"Shooto Finland - Helsinki Fight Night","Nov / 28 / 2009"
"FG 9 - Fighter Gala 9","Aug / 30 / 2009"
"The Zone FC 4 - Dynamite","Apr / 25 / 2009"
"CES MMA 44 - Bessette vs. Trujillo","May / 12 / 2017"
"CES MMA 36 - Andrews vs. Muro","Jun / 10 / 2016"
"Bellator 153 - Koreshkov vs. Henderson","Apr / 22 / 2016"
"Bellator 144 - Halsey vs. Carvalho","Oct / 23 / 2015"
"Bellator MMA - Bellator 123","Sep / 05 / 2014"
"Bellator MMA - Bellator 98","Sep / 07 / 2013"
"Reality Fighting - New Year's Bash","Jan / 05 / 2013"
"BFC - Bellator Fighting Championships 81","Nov / 16 / 2012"
"Reality Fighting - Naples vs. Lee","Sep / 22 / 2012"
"Reality Fighting - Mohegan Sun","Jun / 02 / 2012"
"Reality Fighting - Eruption","Oct / 09 / 2010"
"Reality Fighting - Ignition","Jul / 17 / 2010"
"Reality Fighting - Ferocity","Nov / 07 / 2009"
"FFP - Untamed 26","Feb / 28 / 2009"
"Reality Fighting - Collision","Jul / 19 / 2008"
"Reality Fighting - Nightmare","Apr / 12 / 2008"
"Reality Fighting - Annihilation","Jan / 19 / 2008"
"Reality Fighting - Invictus","Sep / 15 / 2007"
"UFL - Fight Night at Conseco Fieldhouse","Aug / 11 / 2007"
"FightFest - Black and Blues Tour","Jul / 06 / 2007"
"NLF 8 - Next Level Fighting 8","Mar / 10 / 2007"
"ISCF - Invasion","Feb / 09 / 2007"
"RFC 7 - Night of Champions","Nov / 04 / 2006"
"FF 8 - Fightfest 8","Oct / 20 / 2006"
"IE - Independent Event","May / 20 / 2006"
"IFF 1 - International Freestyle Fighting 1","May / 06 / 2006"
"Gracie Fighting League - Brawl at the Buckeye","Feb / 10 / 2006"
"IE - Independent Event","Oct / 08 / 2005"
"UFC - The Ultimate Fighter Season 7 Opening Round, Day 4","Feb / 09 / 2008"
"RFC 37 - No Mercy","Jul / 22 / 2016"
"AFC - Absolute Fighting Championship 25","Apr / 01 / 2016"
"RFC 35 - Showdown","Nov / 13 / 2015"
"Costa Rica Fight League - Champ vs. Champ 5","Mar / 20 / 2013"
"CBB - Coco Beach Brawl","Apr / 28 / 2012"
"FCF - Freestyle Cage Fighting 46","Apr / 09 / 2011"
"FCF - Freestyle Cage Fighting 44","Sep / 25 / 2010"
"FCF - Freestyle Cage Fighting 42","Jun / 12 / 2010"
"BB - Bricktown Brawl 4","Apr / 02 / 2010"
"FCF - Freestyle Cage Fighting 7","Jan / 20 / 2007"
"FCF - Freestyle Cage Fighting 5","Nov / 04 / 2006"
"UTS 5 - Ultimate Texas Showdown 5","Apr / 29 / 2006"
"ACF - Showdown at Sundown","Mar / 10 / 2006"
"UTS 4 - Ultimate Texas Showdown 4","Feb / 25 / 2006"
"UTS 3 - Ultimate Texas Showdown 3","Nov / 26 / 2005"
"XFC - Xtreme Fight Championship 4","Nov / 05 / 2005"
"XFL - Xtreme Fighting 6","Oct / 01 / 2005"
"UFC 65 - Bad Intentions","Nov / 18 / 2006"
"UFC 56 - Full Force","Nov / 19 / 2005"
"UFC 50 - The War of '04","Oct / 22 / 2004"
"UFC 48 - Payback","Jun / 19 / 2004"
"UFC 45 - Revolution","Nov / 21 / 2003"
"UFC 42 - Sudden Impact","Apr / 25 / 2003"
"UFC 38 - Brawl at the Hall","Jul / 13 / 2002"
"EC 43 - Extreme Challenge 43","Sep / 08 / 2001"
"Rings - 10th Anniversary","Aug / 11 / 2001"
"EC 41 - Extreme Challenge 41","Jul / 13 / 2001"
"EC 40 - Extreme Challenge 40","Jun / 16 / 2001"
"Gladiators 14 - Gladiators 14","May / 11 / 2001"
"FCC 4 - Freestyle Combat Challenge 4","Mar / 31 / 2001"
"Rings USA - Battle of Champions","Mar / 17 / 2001"
"Shidokan Jitsu - Warriors War 1","Feb / 08 / 2001"
"UFC 29 - Defense of the Belts","Dec / 16 / 2000"
"Rings Australia - Free Fight Battle","Nov / 12 / 2000"
"Rings USA - Rising Stars Final","Sep / 30 / 2000"
"Rings - Millennium Combine 3","Aug / 23 / 2000"
"EC 35 - Extreme Challenge 35","Jun / 29 / 2000"
"UFC 26 - Ultimate Field of Dreams","Jun / 09 / 2000"
"EC 32 - Extreme Challenge 32","May / 21 / 2000"
"WEF 9 - World Class","May / 13 / 2000"
"SB 17 - SuperBrawl 17","Apr / 15 / 2000"
"WEF 8 - Goin' Platinum","Jan / 15 / 2000"
"JKD - Challenge 4","Nov / 20 / 1999"
"EC 29 - Extreme Challenge 29","Nov / 13 / 1999"
"UFC 22 - There Can Be Only One Champion","Sep / 24 / 1999"
"Shooto - 10th Anniversary Event","May / 29 / 1999"
"JKD - Challenge 3","Apr / 24 / 1999"
"EC 23 - Extreme Challenge 23","Apr / 02 / 1999"
"ES - Extreme Shootfighting","Dec / 11 / 1998"
"EC 21 - Extreme Challenge 21","Oct / 17 / 1998"
"JKD - Challenge 2","Apr / 25 / 1998"
"JKD - Challenge 1","Jan / 01 / 1998"
"Smash Global - The Main Event 3","Mar / 26 / 2016"
"WSOF 12 - Palomino vs. Gonzalez","Aug / 09 / 2014"
"Xplode Fight Series - Fire","Mar / 22 / 2014"
"Xplode Fight Series - Aggression","Jan / 18 / 2014"
"Xplode Fight Series - Eclipse","Jul / 28 / 2012"
"Xplode Amateur Fight Series - XAFS 1: Revolution","Feb / 25 / 2012"
"LFC 52 - Legacy Fighting Championship 52","Mar / 25 / 2016"
"LFC / LK - Legacy Kickboxing 2","May / 29 / 2015"
"In Ya Face - Caged Warrior Championship 6","Feb / 21 / 2015"
"SFC - Summit Fighting Championships 10","Nov / 22 / 2014"
"WFC 17 - Battle at the Belle","Jan / 25 / 2014"
"UFC - The Ultimate Fighter Season 24 Opening Round, Day 4","Jul / 19 / 2016"
"RAD - Rumble at Diamondjacks","Nov / 13 / 2010"
"RR - Ring Rulers","May / 09 / 2009"
"UFC 33 - Victory in Vegas","Sep / 28 / 2001"
"VATV 11 - Vengeance at the Vanderbilt 11","Feb / 24 / 2001"
"VATV 7 - Vengeance at the Vanderbilt 7","Jan / 29 / 2000"
"VATV 6 - Vengeance at the Vanderbilt 6","Aug / 21 / 1999"
"VATV - Vengeance at the Vanderbilt 3","Apr / 01 / 1998"
"UFC - The Ultimate Fighter Season 4 Semifinals, Day 1","Jun / 26 / 2006"
"UFC - The Ultimate Fighter Season 4 Quarterfinals, Day 7","Jun / 16 / 2006"
"MFC - Boardwalk Blitz","Mar / 04 / 2006"
"XFL 18 - Battle at the Brady 2","Nov / 12 / 2005"
"FFC 15 - Fiesta Las Vegas","Sep / 14 / 2005"
"XFL - Xtreme Fighting 3: Superbrawl","Feb / 05 / 2005"
"XFL - EK 14: Heavyweight Gladiators","Nov / 13 / 2004"
"XFL - EK 13: Elimination","Aug / 14 / 2004"
"RFA 31 - Smith vs. Marunde","Oct / 09 / 2015"
"KOTC - Heated Fury","Jul / 20 / 2013"
"Driller Promotions - No Mercy 6","Sep / 30 / 2017"
"LFA 19 - Michaud vs. Rodrigues","Aug / 18 / 2017"
"LFC 60 - Legacy Fighting Championship 60","Oct / 07 / 2016"
"Flawless FC 1 - The Beginning","Aug / 04 / 2012"
"Pride - Bushido 5","Oct / 14 / 2004"
"Pride - Bushido 2","Feb / 15 / 2004"
"Pride - Bushido 1","Oct / 05 / 2003"
"Meca 9 - Meca World Vale Tudo 9","Aug / 01 / 2003"
"Meca 8 - Meca World Vale Tudo 8","May / 16 / 2003"
"Meca 7 - Meca World Vale Tudo 7","Nov / 08 / 2002"
"WFC 15 - Griffin vs. Wallace","Oct / 10 / 2015"
"TPF 23 - Cinco de Mayhem","May / 07 / 2015"
"TWC 19 - Blackout","Jan / 25 / 2014"
"Gladiator Challenge - Undisputed","Sep / 18 / 2010"
"Gladiator Challenge - First Strike","Oct / 10 / 2009"
"BKP - Emerald City Fight Night 5","Apr / 04 / 2009"
"UIC 4 - War on the Valley Isle","Jul / 01 / 2011"
"X-1 - Champions 3","Mar / 12 / 2011"
"X-1 - Island Pride","Nov / 06 / 2010"
"X-1 - Heroes","Sep / 11 / 2010"
"Destiny MMA - Maui No Ka'oi 2","Mar / 27 / 2010"
"Batalha MMA 5 - Batalha MMA Championship 5","Mar / 11 / 2017"
"PFC - Premium Fight Championship 7","Sep / 21 / 2016"
"SSF - Sidney Sibamba Fight 4","Apr / 30 / 2016"
"Roshambo MMA 4 - In the Cage","Dec / 06 / 2014"
"FWC 17 - FightWorld Cup 17","Apr / 12 / 2014"
"PFC 2 - Pantanal Fight Champions 2","Jul / 07 / 2018"
"CF - Clev Fight 1","May / 05 / 2018"
"NC - Nacao Cyborg 1","Apr / 07 / 2018"
"Bonito Eco Fight Combat 2 - Negao vs. Slim","Sep / 23 / 2017"
"Spartacus Academy - Spartacus Circuit 9","Sep / 09 / 2017"
"PFC - Pantanal Fight Champions","Aug / 12 / 2017"
"Spartacus Academy - Spartacus Circuit 8","Dec / 10 / 2016"
"PRVT - Cascavel Top Fight","Mar / 29 / 2015"
"ROC 56 - Ring of Combat 56","Sep / 23 / 2016"
"LOTC - Battle at the Bay","Jul / 16 / 2011"
"ROTR 14 - Defiance","Oct / 30 / 2010"
"TL - Thunder & Lightning","Aug / 16 / 2008"
"UFC - The Ultimate Fighter Season 15 Opening Round, Week 4","Apr / 06 / 2012"
"COTC - Conquest of the Cage 6","Sep / 16 / 2009"
"FM - Productions","Jan / 30 / 2010"
"XCF 10 - Xtreme Cage Fighter 10","Oct / 03 / 2009"
"FM - Productions","May / 09 / 2009"
"FFC - Fuel Fight Club","Apr / 10 / 2009"
"MCC 19 - The Return","Mar / 14 / 2009"
"FM - Productions","Sep / 13 / 2008"
"MFL - Midwest Fight League","Jul / 25 / 2008"
"MCC 13 - Contenders","Apr / 25 / 2008"
"FM - Productions","Apr / 18 / 2008"
"FM - Productions","Feb / 01 / 2008"
"UFC - The Ultimate Fighter Season 12 Semifinals","Jul / 12 / 2010"
"UFC - The Ultimate Fighter Season 12 Opening Round, Day 2","Jun / 14 / 2010"
"ECF - Friday Night Fights","Aug / 31 / 2007"
"Bellator 186 - Bader vs. Vassell","Nov / 03 / 2017"
"ROC 60 - Ring of Combat 60","Sep / 15 / 2017"
"Maverick MMA 1 - Heckman vs. McCabe","Apr / 07 / 2017"
"UFC - The Ultimate Fighter Season 27 Quarterfinals, Day 4","Feb / 16 / 2018"
"AFL - Asylum Fight League 49","Nov / 07 / 2015"
"Fight Club Champion 4 - Battle in the Ballroom","Jul / 10 / 2015"
"Dead Serious MMA - Dead Serious 12","Oct / 04 / 2014"
"XFE 42 - Xtreme Fight Events 42","May / 10 / 2014"
"Dead Serious MMA - Dead Serious 10","Mar / 29 / 2014"
"FEN 17 - Baltic Storm","May / 12 / 2017"
"TFL 11 - Slava Republic 2","Apr / 01 / 2017"
"TFL 10 - Lublin","Nov / 19 / 2016"
"FEN 12 - Feel the Force","May / 20 / 2016"
"TFL 8 / AFC 7 - Title Show","Jan / 16 / 2016"
"WFC - Wenglorz Fight Cup 6","Sep / 26 / 2015"
"TFL 7 / PLMMA 55 - Krasnik","May / 02 / 2015"
"TFL 6 / PLMMA 46 - Lublin","Jan / 24 / 2015"
"PLMMA 44 - Biezun","Nov / 21 / 2014"
"TFL 5 / PLMMA 36 - Lublin","Jun / 20 / 2014"
"TFL 4 - Plaza vs. Wolny","May / 17 / 2014"
"TFN - Tymex Boxing Night","Feb / 08 / 2014"
"Vale Tudo Promotions - Vale Tudo Cup 1","Jan / 11 / 2014"
"Road FC 52 - Road Fighting Championship 52","Feb / 23 / 2019"
"Road FC 51 - Road Fighting Championship 51","Dec / 15 / 2018"
"SBC 19 - Serbian Battle Championship 19","Dec / 01 / 2018"
"Road FC 48 - Road Fighting Championship 48","Jul / 28 / 2018"
"Arena Fight 8 - In Memory of Meire Cabral","May / 12 / 2018"
"SBC 17 - Serbian Battle Championship 17","Apr / 28 / 2018"
"SBC 15 - Serbian Battle Championship 15","Dec / 08 / 2017"
"Team Nogueira Viamao - Team Nogueira MMA Circuit 1","Sep / 16 / 2017"
"FFC 24 - Estela vs. Pereira","Dec / 21 / 2016"
"Shooto Brazil - Shooto Brazil 67","Nov / 11 / 2016"
"Revelation FC - Revelation Fighting Championship 4","May / 13 / 2016"
"XFCI - XFC International 12","Nov / 28 / 2015"
"XFCI - XFC International 9","Mar / 15 / 2015"
"AF - Arena Fight 6","May / 31 / 2014"
"IMCF - Iron Man Championship Fight 18","May / 24 / 2014"
"TFS - Tucuma Fighting Show 5","Dec / 21 / 2013"
"The Green Fight - Paragominas","Sep / 28 / 2013"
"ASC - Arena Sport Combat","Aug / 10 / 2013"
"MF - Marajo Fight 5","Jul / 13 / 2013"
"MMADF - MMA Dragon Fighters","Apr / 06 / 2013"
"TFS - Tucuma Fighting Show","Mar / 30 / 2013"
"CTF - Colisao Top Fight","Jan / 12 / 2013"
"TFS - Tucuma Fighting Show 2","Jun / 15 / 2012"
"TFS - Tucuma Fighting Show 1","Jan / 21 / 2012"
"DFC - Dragon Fight Championship","Dec / 22 / 2011"
"JF - Jungle Fight 37","Mar / 31 / 2012"
"MF - Midway Fight","Jun / 26 / 2008"
"MCF - Mega Champion Fight 2","Nov / 10 / 2007"
"Predador FC 5 - Kamae","Apr / 21 / 2007"
"MVVT - Macapa Verdadeiro Vale Tudo","Mar / 22 / 2007"
"MF - Midway Fight","Oct / 05 / 2006"
"IC - Ilha Combat","Jul / 01 / 2006"
"SVT - Super Vale Tudo Ananindeua","Apr / 14 / 2004"
"DDG - Desafio de Gigantes","Mar / 21 / 2003"
"OFVT - Open Fight Vale Tudo 2","Oct / 09 / 2000"
"Crowbar MMA - Spring Brawl","Apr / 24 / 2010"
"EB - Beatdown at 4 Bears 6","Feb / 13 / 2010"
"DCMMAS - Duke City MMA Series 1","Mar / 14 / 2009"
"SCA - Duke City Bike and Brawl 2","Aug / 23 / 2008"
"KOTC - Badlands","Jul / 12 / 2008"
"ROF 30 - Domination","Sep / 15 / 2007"
"RMBB - Battle of the Arts","Jun / 30 / 2007"
"Dead Serious MMA - Dead Serious 17","Nov / 21 / 2015"
"Dead Serious MMA - Dead Serious 15","May / 30 / 2015"
"CFFC 32 - Stripling vs. Anyanwu","Feb / 22 / 2014"
"FCF - Freestyle Cage Fighting 38","Jan / 16 / 2010"
"Strikeforce - Challengers 1","May / 15 / 2009"
"FCF - Freestyle Cage Fighting 30","Apr / 04 / 2009"
"Atlas Fights - USA vs. Brazil","Feb / 21 / 2009"
"FCF - Freestyle Cage Fighting 27","Jan / 31 / 2009"
"HOOKnSHOOT - Bodog Fight Women's Tournament","Nov / 24 / 2007"
"MAX MMA - Fists of Fury","Oct / 06 / 2007"
"USA MMA - Cage Fighting Warriors","Oct / 14 / 2006"
"USA MMA - Wanted Fighting Challenge","Mar / 25 / 2006"
"House of Fame 3 - Riverside Beatdown","Jul / 10 / 2015"
"Aspera FC 58 - Aspera Fighting Championship 58","Nov / 04 / 2017"
"ACB 65 - Silva vs. Agnaev","Jul / 22 / 2017"
"Shooto - Professional Shooto 1/29","Jan / 29 / 2017"
"Shinobi War 9 - Winter Warfare","Nov / 26 / 2016"
"ICE FC - ICE Fighting Championships 18","Oct / 28 / 2016"
"ICE FC - ICE Fighting Championships 17","Aug / 20 / 2016"
"BAMMA 18 - Duquesnoy vs. Klaczek","Feb / 21 / 2015"
"ECFF - Mayhem","May / 04 / 2013"
"OMMAC 13 - Destiny","Mar / 03 / 2012"
"OMMAC 11 - All or Nothing","Sep / 03 / 2011"
"LB 12 - Lonestar Beatdown 12","Sep / 12 / 2009"
"Battleground - Perry vs. Mundell","May / 14 / 2016"
"Premier FC 18 - Premier Fighting Championship 18","Nov / 14 / 2015"
"FCF - Florida Championship Fighting","Jan / 30 / 2015"
"TAC - Top Alliance Combat 3","Sep / 06 / 2014"
"CES MMA 43 - Gonzalez vs. Dias","Apr / 15 / 2017"
"CES MMA 35 - Jeudi vs. Gonzalez","Apr / 16 / 2016"
"Cage Titans FC - Cage Titans 21","Nov / 01 / 2014"
"Cage Titans FC - Cage Titans 18","Apr / 05 / 2014"
"Cage Titans 7 - Invasion","Jan / 28 / 2012"
"SB 1 - Shootbox 1","Aug / 23 / 2003"
"WEC 4 - Rumble Under The Sun","Aug / 31 / 2002"
"NSFC - NW Submission Fighting 1","May / 04 / 2002"
"PRW - Power Ring Warriors","Nov / 07 / 1998"
"UFC - The Ultimate Fighter Season 1 Semifinals, Day 3","Nov / 02 / 2004"
"Dana White's Contender Series - Season 3, Episode 2","Jun / 25 / 2019"
"LFA 55 - Johns vs. Yanez","Nov / 30 / 2018"
"LFC 56 - Legacy Fighting Championship 56","Jun / 24 / 2016"
"XKO - Xtreme Knockout 27","Sep / 12 / 2015"
"24/7 Entertainment 14 & 15 - New Regime and Cold War","Jul / 12 / 2014"
"Pride FC - Final Conflict 2004","Aug / 15 / 2004"
"Pride FC - Total Elimination 2004","Apr / 25 / 2004"
"Pride 23 - Championship Chaos 2","Nov / 24 / 2002"
"Pride FC - Shockwave","Aug / 28 / 2002"
"Pride 19 - Bad Blood","Feb / 24 / 2002"
"Pride 16 - Beasts From The East","Sep / 24 / 2001"
"Pride 15 - Raging Rumble","Jul / 29 / 2001"
"Rings - King of Kings 2000 Block A","Oct / 09 / 2000"
"WEF 7 - Stomp in the Swamp","Oct / 09 / 1999"
"WEF 5 - World Extreme Fighting 5","Jun / 12 / 1999"
"CFFC 71 - Cage Fury Fighting Championships 71","Dec / 14 / 2018"
"COGA 61 - Rumble on the Ridge 41","Apr / 21 / 2018"
"COGA 58 - Summer Showdown 4","Aug / 25 / 2017"
"COGA 53 - Supreme Showdown 2","Feb / 17 / 2017"
"RFA 7 - Thatch vs. Rhodes","Mar / 22 / 2013"
"VFC 31 - Victory Fighting Championship","Apr / 23 / 2010"
"HKFC - Hard Knocks 43","May / 22 / 2015"
"HKFC - Hard Knocks 41","Jan / 30 / 2015"
"FFL 9 - Northern Nightmare","Sep / 07 / 2013"
"King of the Ring - VI","Mar / 17 / 2012"
"UGC 26 - Ultimate Generation Combat 26","Mar / 04 / 2011"
"AFC 3 - Evolution","Jul / 17 / 2010"
"W-1 MMA 5 - Judgment Day","Jun / 19 / 2010"
"EFC 8 - Aggression","Apr / 23 / 2011"
"TFC 11 - Full Force","Sep / 10 / 2010"
"TFC 10 - High Voltage","Mar / 19 / 2010"
"Adrenaline 1 - Clarke vs. Briere","Oct / 02 / 2009"
"TFC 7 - Full Throttle","May / 30 / 2009"
"EFC 2 - Redemption","Mar / 14 / 2009"
"EFC 1 - First Conflict","Sep / 20 / 2008"
"KOTC - Brawl in the Mall 2","Oct / 19 / 2007"
"XCWFC - Extreme Cage Warz","May / 12 / 2007"
"Wreck MMA - Fight for the Troops","Dec / 12 / 2009"
"W-1 MMA 3 - High Voltage","Oct / 10 / 2009"
"Ringside MMA 1 - The Comeback","May / 30 / 2009"
"Invicta FC 28 - Mizuki vs. Jandiroba","Mar / 24 / 2018"
"Deep - Jewels 11","Mar / 06 / 2016"
"Deep - Jewels 5","Aug / 09 / 2014"
"Deep - Jewels 3","Feb / 16 / 2014"
"Deep - Jewels 2","Nov / 04 / 2013"
"Jewels - 23rd Ring","Mar / 30 / 2013"
"Jewels - 22nd Ring","Dec / 15 / 2012"
"Jewels - 16th Ring","Sep / 11 / 2011"
"Jewels - 11th Ring","Dec / 17 / 2010"
"Jewels - 10th Ring","Oct / 10 / 2010"
"Deep - Dream Impact 2014: Omisoka Special","Dec / 31 / 2014"
"Deep - 66 Impact","Apr / 29 / 2014"
"Deep - 57 Impact","Feb / 18 / 2012"
"Deep - 55 Impact","Aug / 26 / 2011"
"Shooto - Shooto Tradition Final","May / 10 / 2009"
"GCM - Cage Force EX","Feb / 28 / 2009"
"GCM - Cage Force 6","Apr / 05 / 2008"
"GCM - Cage Force EX Eastern Bound","Feb / 11 / 2008"
"GCM - Cage Force 5","Dec / 01 / 2007"
"Shooto - Shooting Disco 2: The Heat Rises Tonight","Aug / 05 / 2007"
"Shooto - Back To Our Roots 1","Feb / 17 / 2007"
"Shooto - The Devilock","May / 12 / 2006"
"Shooto - The Victory of the Truth","Feb / 17 / 2006"
"Shooto - 9/23 in Korakuen Hall","Sep / 23 / 2005"
"UFC - Road to UFC: Japan Semifinals","Jul / 16 / 2015"
"UFC - Road to UFC: Japan Quarterfinals","May / 20 / 2015"
"CW 90 - Cage Warriors 90","Feb / 24 / 2018"
"CWFC 82 - Cage Warriors Fighting Championship 82","Apr / 01 / 2017"
"SnA 23 - Shock n Awe 23","Oct / 01 / 2016"
"SnA 22 - Shock n Awe 22","Apr / 16 / 2016"
"SnA 20 - Shock n Awe 20","May / 30 / 2015"
"SnA 16 - Shock n Awe 16","Mar / 29 / 2014"
"SnA 15 - Shock n Awe 15","Nov / 09 / 2013"
"XFN 342 - Superfights","Jun / 16 / 2017"
"XFL - Xtreme Fight Night 335","Sep / 17 / 2016"
"SCC - Preserving the Arts","Jun / 03 / 2016"
"XFL - Xtreme Fight Night","May / 21 / 2016"
"Savage Entertainment - Oktoberfist 4","Oct / 17 / 2015"
"XFL - Rumble On The River 12: Insanity","Mar / 20 / 2015"
"RXMMA - Rocks Xtreme MMA 11","Jan / 10 / 2015"
"UFC - The Ultimate Fighter Season 26 Quarterfinals, Day 2","Aug / 11 / 2017"
"Driller Promotions - A-Town Throwdown 13","Mar / 10 / 2018"
"Driller Promotions - No Mercy 7","Feb / 10 / 2018"
"KOTC - Mercenaries 2","Jan / 13 / 2018"
"Pure FC - Pure Fight Night 1","Aug / 19 / 2017"
"Pure FC 7 - Lemminger vs. Schuman","Jun / 24 / 2017"
"Title Quest - Hernandez vs. Luciano","Aug / 29 / 2015"
